"REG" "Région" "DEP" "CODARR" "CODCAN" "CODCOM" "COM" "Commune" "PMUN" "PCAP" "PTOT" "Physiologique" "Sécurité" "Appartenance" "Estime" "Actualisation.de.soi" "Cognitif" "latitude" "longitude"
"373" 84 "Auvergne-Rhône-Alpes" "74" 2 14 256 "74256" "Sallanches" 17133 467 17600 162 201 4 155 253 140 45.9361246 6.6302551
"374" 11 "Île-de-France" "75" 1 NA 101 "75101" "Paris 1er Arrondissement" 15919 111 16030 270 134 0 2075 460 1540 48.8646144 2.334396
"375" 28 "Normandie" "76" 3 1 57 "76057" "Barentin" 12154 238 12392 162 201 12 180 92 105 49.5459699 0.9522586
"376" 28 "Normandie" "76" 3 2 108 "76108" "Bois-Guillaume" 14262 361 14623 270 335 4 20 115 140 49.4704819 1.1199476
"377" 28 "Normandie" "76" 2 3 114 "76114" "Bolbec" 11635 147 11782 108 268 4 50 23 70 49.5739091 0.4742448
"378" 28 "Normandie" "76" 3 4 157 "76157" "Canteleu" 13966 360 14326 270 134 8 30 0 105 49.4507987 1.0352069
"379" 28 "Normandie" "76" 3 5 165 "76165" "Caudebec-lès-Elbeuf" 10135 69 10204 54 67 4 10 0 35 49.2814 1.02611
"380" 28 "Normandie" "76" 3 22 216 "76216" "Déville-lès-Rouen" 10745 62 10807 54 134 4 10 23 35 49.4695338 1.0495889
"381" 28 "Normandie" "76" 3 9 231 "76231" "Elbeuf" 15951 138 16089 162 268 8 160 46 175 49.2871086 1.0108998
"382" 28 "Normandie" "76" 2 11 259 "76259" "Fécamp" 18016 269 18285 162 603 8 150 69 210 49.7577729 0.374891
"383" 28 "Normandie" "76" 3 4 410 "76410" "Maromme" 11024 122 11146 108 268 8 10 0 105 49.476737 1.0308208
"384" 28 "Normandie" "76" 2 15 447 "76447" "Montivilliers" 15457 203 15660 54 268 4 135 46 70 49.5456435 0.192418
"385" 28 "Normandie" "76" 2 25 476 "76476" "Port-Jérôme-sur-Seine" 10387 172 10559 54 268 28 15 23 35 49.505435 0.6005386
"386" 28 "Normandie" "76" 3 31 484 "76484" "Oissel" 12367 83 12450 54 67 12 0 0 105 49.3424375 1.0957098
"387" 28 "Normandie" "76" 3 35 758 "76758" "Yvetot" 11385 208 11593 54 335 4 185 46 140 49.6179384 0.7538866
"388" 11 "Île-de-France" "77" 4 7 14 "77014" "Avon" 13660 234 13894 162 134 0 10 23 140 48.4048867 2.7207225
"389" 11 "Île-de-France" "77" 5 4 53 "77053" "Brie-Comte-Robert" 19213 265 19478 162 67 8 60 23 140 48.6904522 2.6166737
"390" 11 "Île-de-France" "77" 2 20 67 "77067" "Cesson" 11140 110 11250 162 67 0 85 92 35 48.5624381 2.6021145
"391" 11 "Île-de-France" "77" 1 3 118 "77118" "Claye-Souilly" 12282 90 12372 108 134 4 245 207 105 48.9460871 2.6883703
"392" 11 "Île-de-France" "77" 1 5 131 "77131" "Coulommiers" 15250 205 15455 162 134 4 150 69 105 48.8121301 3.0843818
"393" 11 "Île-de-France" "77" 1 12 153 "77153" "Dammartin-en-Goële" 11272 91 11363 54 67 4 15 0 0 49.0547758 2.6835682
"394" 11 "Île-de-France" "77" 4 7 186 "77186" "Fontainebleau" 15945 495 16440 216 268 4 275 161 280 48.4049375 2.7015872
"395" 11 "Île-de-France" "77" 2 4 251 "77251" "Lieusaint" 13808 81 13889 108 67 4 375 115 105 48.6316608 2.5514783
"396" 11 "Île-de-France" "77" 5 1 258 "77258" "Lognes" 14650 48 14698 324 0 4 20 46 0 48.8384157 2.632722
"397" 11 "Île-de-France" "77" 2 4 296 "77296" "Moissy-Cramayel" 18248 142 18390 108 0 4 15 23 70 48.6272298 2.5937073
"398" 11 "Île-de-France" "77" 5 9 307 "77307" "Montévrain" 13934 90 14024 216 0 4 20 115 0 48.8741286 2.748344
"399" 11 "Île-de-France" "77" 4 13 316 "77316" "Moret-Loing-et-Orvanne" 12581 317 12898 216 268 16 15 46 175 48.3730289 2.8159449
"400" 11 "Île-de-France" "77" 4 15 333 "77333" "Nemours" 13189 149 13338 0 201 0 105 69 140 48.268026 2.6953079
"401" 11 "Île-de-France" "77" 5 1 337 "77337" "Noisiel" 15461 97 15558 216 134 0 25 0 35 48.8457347 2.6200032
"402" 11 "Île-de-France" "77" 3 18 379 "77379" "Provins" 11958 310 12268 216 134 12 95 46 140 48.5602959 3.2988089
"403" 11 "Île-de-France" "77" 2 19 407 "77407" "Saint-Fargeau-Ponthierry" 14516 105 14621 216 201 4 0 0 105 48.5361215 2.5273471
"404" 11 "Île-de-France" "77" 5 9 464 "77464" "Thorigny-sur-Marne" 10405 105 10510 54 0 0 25 0 35 48.8841856 2.7115737
"405" 11 "Île-de-France" "77" 5 23 479 "77479" "Vaires-sur-Marne" 13518 118 13636 162 67 4 20 0 70 48.8733776 2.6396951
"406" 11 "Île-de-France" "77" 2 11 487 "77487" "Vaux-le-Pénil" 11174 152 11326 216 0 0 0 23 35 48.5255542 2.6831642
"407" 11 "Île-de-France" "78" 3 5 15 "78015" "Andrésy" 13230 142 13372 54 134 0 10 0 0 48.9821445 2.0610573
"408" 11 "Île-de-France" "78" 1 1 29 "78029" "Aubergenville" 12317 81 12398 108 67 4 220 161 70 48.9591392 1.8554319
"409" 11 "Île-de-France" "78" 4 15 73 "78073" "Bois-d'Arcy" 15435 147 15582 270 0 4 10 46 35 47.5475818 3.7165618
"410" 11 "Île-de-France" "78" 3 13 123 "78123" "Carrières-sous-Poissy" 18316 115 18431 324 134 4 20 0 0 48.9437694 2.0341747
"411" 11 "Île-de-France" "78" 3 6 124 "78124" "Carrières-sur-Seine" 15038 218 15256 216 67 0 15 0 0 48.9134112 2.1779083
"412" 11 "Île-de-France" "78" 3 5 138 "78138" "Chanteloup-les-Vignes" 10735 67 10802 162 67 4 10 0 0 48.9784414 2.0302362
"413" 11 "Île-de-France" "78" 4 12 165 "78165" "Les Clayes-sous-Bois" 17237 221 17458 162 0 4 325 115 140 48.8214478 1.9871825
"414" 11 "Île-de-France" "78" 3 3 190 "78190" "Croissy-sur-Seine" 10399 264 10663 108 67 4 10 46 70 48.8791554 2.1327881
"415" 11 "Île-de-France" "78" 4 15 242 "78242" "Fontenay-le-Fleury" 13455 164 13619 162 67 4 0 0 70 48.8106578 2.0461549
"416" 11 "Île-de-France" "78" 1 7 335 "78335" "Limay" 17626 92 17718 216 67 8 25 0 35 48.9921015 1.7353686
"417" 11 "Île-de-France" "78" 3 3 372 "78372" "Marly-le-Roi" 16531 479 17010 270 134 4 10 0 70 48.8681762 2.0965935
"418" 11 "Île-de-France" "78" 2 9 383 "78383" "Maurepas" 18611 200 18811 270 134 4 75 92 105 49.9905624 2.8478956
"419" 11 "Île-de-France" "78" 3 6 418 "78418" "Montesson" 14511 229 14740 216 134 8 105 69 0 48.9076492 2.149134
"420" 11 "Île-de-France" "78" 3 16 481 "78481" "Le Pecq" 15832 289 16121 324 134 8 20 46 0 48.8972505 2.1066273
"421" 11 "Île-de-France" "78" 3 19 624 "78624" "Triel-sur-Seine" 12388 185 12573 108 67 4 5 0 70 48.980925 2.0030818
"422" 11 "Île-de-France" "78" 3 19 642 "78642" "Verneuil-sur-Seine" 15914 319 16233 162 134 8 5 0 35 48.9792052 1.9756367
"423" 11 "Île-de-France" "78" 3 19 643 "78643" "Vernouillet" 10025 189 10214 108 134 0 25 0 35 48.7166545 1.3650922
"424" 11 "Île-de-France" "78" 3 3 650 "78650" "Le Vésinet" 15646 471 16117 378 134 0 80 0 70 48.894254 2.1347291
"425" 11 "Île-de-France" "78" 4 15 674 "78674" "Villepreux" 11150 166 11316 162 67 0 5 23 105 48.8323013 2.007049
"426" 11 "Île-de-France" "78" 4 21 686 "78686" "Viroflay" 16960 362 17322 378 134 0 5 0 105 48.7995951 2.1730571
"427" 11 "Île-de-France" "78" 2 9 688 "78688" "Voisins-le-Bretonneux" 10721 380 11101 108 67 0 10 115 0 48.7586786 2.0509674
"428" 75 "Nouvelle-Aquitaine" "79" 1 2 49 "79049" "Bressuire" 19906 931 20837 108 134 32 130 69 140 46.8425572 -0.4929017
"429" 75 "Nouvelle-Aquitaine" "79" 3 13 202 "79202" "Parthenay" 10058 377 10435 108 134 8 90 46 70 46.6481266 -0.2472687
"430" 75 "Nouvelle-Aquitaine" "79" 1 16 329 "79329" "Thouars" 14000 292 14292 216 201 24 60 23 35 46.9790193 -0.2153741
"431" 76 "Occitanie" "81" 1 11 99 "81099" "Gaillac" 15663 345 16008 108 201 8 75 23 210 43.9016766 1.8967943
"432" 76 "Occitanie" "81" 2 12 105 "81105" "Graulhet" 13166 222 13388 108 201 8 25 115 175 43.7578 1.99723
"433" 76 "Occitanie" "81" 2 15 140 "81140" "Lavaur" 10830 384 11214 162 134 8 75 46 35 44.6129697 1.0230515
"434" 76 "Occitanie" "81" 2 99 163 "81163" "Mazamet" 10064 407 10471 108 335 8 100 69 210 43.4902317 2.3764363
"435" 76 "Occitanie" "82" 1 3 33 "82033" "Castelsarrasin" 14178 256 14434 162 67 8 65 115 105 44.0395151 1.1072875
"436" 76 "Occitanie" "82" 1 5 112 "82112" "Moissac" 13748 307 14055 108 134 16 20 69 105 44.1050886 1.0846682
"437" 93 "Provence-Alpes-Côte d'Azur" "83" 2 12 16 "83016" "Le Beausset" 10007 181 10188 54 67 4 5 115 70 43.1988273 5.8007195
"438" 93 "Provence-Alpes-Côte d'Azur" "83" 3 1 23 "83023" "Brignoles" 17664 329 17993 270 67 4 90 115 140 43.4064401 6.0616452
"439" 93 "Provence-Alpes-Côte d'Azur" "83" 1 15 42 "83042" "Cogolin" 11762 191 11953 162 67 4 135 345 210 43.25 6.53659
"440" 93 "Provence-Alpes-Côte d'Azur" "83" 2 2 47 "83047" "La Crau" 19179 411 19590 216 67 8 40 23 35 43.1497034 6.0737053
"441" 93 "Provence-Alpes-Côte d'Azur" "83" 2 18 49 "83049" "Cuers" 12550 138 12688 108 134 4 5 46 0 43.2372099 6.072772
"442" 93 "Provence-Alpes-Côte d'Azur" "83" 2 2 71 "83071" "La Londe-les-Maures" 11442 135 11577 162 134 8 35 69 35 43.1381313 6.2355346
"443" 93 "Provence-Alpes-Côte d'Azur" "83" 3 9 73 "83073" "Le Luc" 11053 109 11162 108 67 8 10 92 70 43.3855592 6.2980123
"444" 93 "Provence-Alpes-Côte d'Azur" "83" 2 10 90 "83090" "Ollioules" 14011 267 14278 162 268 4 100 115 70 43.1397205 5.8483538
"445" 93 "Provence-Alpes-Côte d'Azur" "83" 2 6 98 "83098" "Le Pradet" 10728 179 10907 54 134 12 40 23 70 43.1037608 6.0223774
"446" 93 "Provence-Alpes-Côte d'Azur" "83" 1 11 107 "83107" "Roquebrune-sur-Argens" 14448 224 14672 216 134 8 45 138 35 43.4433565 6.6363623
"447" 93 "Provence-Alpes-Côte d'Azur" "83" 2 12 112 "83112" "Saint-Cyr-sur-Mer" 12103 241 12344 54 268 12 105 92 105 43.1810087 5.711516
"448" 93 "Provence-Alpes-Côte d'Azur" "83" 1 15 115 "83115" "Sainte-Maxime" 14433 182 14615 108 201 8 405 230 175 43.30871 6.637714
"449" 93 "Provence-Alpes-Côte d'Azur" "83" 3 13 116 "83116" "Saint-Maximin-la-Sainte-Baume" 17631 514 18145 216 134 4 145 115 70 43.4522053 5.862294
"450" 93 "Provence-Alpes-Côte d'Azur" "83" 2 10 123 "83123" "Sanary-sur-Mer" 17268 258 17526 270 469 4 445 115 175 43.1177238 5.8008839
"451" 93 "Provence-Alpes-Côte d'Azur" "83" 2 18 130 "83130" "Solliès-Pont" 12080 148 12228 54 134 4 30 69 35 43.190571 6.0420201
"452" 93 "Provence-Alpes-Côte d'Azur" "83" 1 23 148 "83148" "Vidauban" 12573 147 12720 54 67 8 20 46 70 43.4273183 6.4314327
"453" 93 "Provence-Alpes-Côte d'Azur" "84" 1 1 3 "84003" "Apt" 10536 238 10774 162 201 12 115 69 210 43.8757936 5.3970648
"454" 93 "Provence-Alpes-Côte d'Azur" "84" 3 5 19 "84019" "Bollène" 13605 196 13801 54 134 12 80 46 140 44.2803882 4.7484092
"455" 93 "Provence-Alpes-Côte d'Azur" "84" 2 9 54 "84054" "L'Isle-sur-la-Sorgue" 19965 502 20467 162 201 8 175 69 105 43.9185354 5.0515385
"456" 93 "Provence-Alpes-Côte d'Azur" "84" 3 10 80 "84080" "Monteux" 13129 248 13377 108 67 4 10 23 105 44.0349281 4.9968733
"457" 93 "Provence-Alpes-Côte d'Azur" "84" 3 12 88 "84088" "Pernes-les-Fontaines" 10636 255 10891 54 67 8 25 46 245 43.9984627 5.059255
"458" 93 "Provence-Alpes-Côte d'Azur" "84" 2 14 92 "84092" "Le Pontet" 17551 136 17687 162 134 8 215 230 35 45.4934683 6.2282666
"459" 93 "Provence-Alpes-Côte d'Azur" "84" 2 15 129 "84129" "Sorgues" 19117 229 19346 108 201 4 135 92 70 44.0066403 4.8725016
"460" 93 "Provence-Alpes-Côte d'Azur" "84" 2 14 141 "84141" "Vedène" 11457 353 11810 108 67 8 20 69 0 43.9787328 4.9035659
"461" 52 "Pays de la Loire" "85" 2 1 3 "85003" "Aizenay" 10146 204 10350 54 67 12 20 23 0 46.7391797 -1.6084351
"462" 52 "Pays de la Loire" "85" 1 5 92 "85092" "Fontenay-le-Comte" 13471 652 14123 54 268 4 115 138 105 46.4660771 -0.8064003
"463" 52 "Pays de la Loire" "85" 2 6 109 "85109" "Les Herbiers" 16453 542 16995 54 268 12 115 138 140 46.8714322 -1.0150302
"464" 52 "Pays de la Loire" "85" 3 15 226 "85226" "Saint-Hilaire-de-Riez" 12682 255 12937 54 67 4 45 92 35 46.7199488 -1.9461437
"465" 75 "Nouvelle-Aquitaine" "86" 3 14 41 "86041" "Buxerolles" 10105 130 10235 54 67 0 0 0 35 47.8072225 4.9321318
"466" 75 "Nouvelle-Aquitaine" "87" 2 17 114 "87114" "Panazol" 11064 200 11264 108 67 8 10 23 70 45.8369971 1.3059422
"467" 75 "Nouvelle-Aquitaine" "87" 3 19 154 "87154" "Saint-Junien" 11387 304 11691 108 67 0 80 46 140 45.8872222 0.9011111
"468" 44 "Grand Est" "88" 3 99 413 "88413" "Saint-Dié-des-Vosges" 19319 454 19773 270 402 12 210 69 245 48.2873153 6.9477708
"469" 11 "Île-de-France" "91" 3 1 21 "91021" "Arpajon" 11281 101 11382 162 134 4 90 0 35 44.9034428 2.4570176
"470" 11 "Île-de-France" "91" 2 15 86 "91086" "Bondoufle" 10862 107 10969 108 67 4 0 0 35 48.6137157 2.3805119
"471" 11 "Île-de-France" "91" 3 12 161 "91161" "Chilly-Mazarin" 19938 115 20053 270 67 4 20 23 35 48.7026161 2.3123582
"472" 11 "Île-de-France" "91" 1 5 200 "91200" "Dourdan" 11279 192 11471 108 201 16 25 23 35 48.5288442 2.0153689
"473" 11 "Île-de-France" "91" 2 7 215 "91215" "Épinay-sous-Sénart" 11869 80 11949 108 67 4 0 0 0 48.6953018 2.5159134
"474" 11 "Île-de-France" "91" 3 11 216 "91216" "Épinay-sur-Orge" 10760 110 10870 162 335 4 15 0 70 48.6725622 2.324446
"475" 11 "Île-de-France" "91" 2 15 235 "91235" "Fleury-Mérogis" 13983 14 13997 270 67 8 25 23 0 48.629965 2.3609313
"476" 11 "Île-de-France" "91" 3 14 312 "91312" "Igny" 10213 305 10518 54 67 4 5 0 35 47.4782 5.76504
"477" 11 "Île-de-France" "91" 3 2 326 "91326" "Juvisy-sur-Orge" 18424 109 18533 324 67 12 80 23 245 48.6904063 2.373809
"478" 11 "Île-de-France" "91" 2 13 386 "91386" "Mennecy" 15711 251 15962 108 134 8 20 0 105 48.5666645 2.4347044
"479" 11 "Île-de-France" "91" 3 17 432 "91432" "Morangis" 13211 78 13289 216 134 0 20 23 0 48.9778812 3.9198107
"480" 11 "Île-de-France" "91" 3 14 471 "91471" "Orsay" 16007 345 16352 270 134 4 45 0 105 48.699184 2.187457
"481" 11 "Île-de-France" "91" 3 1 552 "91552" "Saint-Germain-lès-Arpajon" 11305 84 11389 54 67 4 0 46 0 48.5948294 2.2557107
"482" 11 "Île-de-France" "91" 2 7 573 "91573" "Saint-Pierre-du-Perray" 11680 112 11792 108 67 8 10 23 105 48.6137867 2.505381
"483" 11 "Île-de-France" "91" 3 10 645 "91645" "Verrières-le-Buisson" 14597 289 14886 270 268 12 35 23 70 48.7467819 2.2653844
"484" 11 "Île-de-France" "91" 3 18 661 "91661" "Villebon-sur-Yvette" 10322 172 10494 324 134 8 85 69 0 48.7000046 2.2276489
"485" 11 "Île-de-France" "92" 3 17 22 "92022" "Chaville" 19991 293 20284 432 67 0 30 0 105 48.8086297 2.1882897
"486" 11 "Île-de-France" "92" 2 23 33 "92033" "Garches" 17898 413 18311 486 268 0 55 69 70 48.8437486 2.1853699
"487" 11 "Île-de-France" "92" 3 23 77 "92077" "Ville-d'Avray" 10694 260 10954 216 134 4 10 0 0 48.8279362 2.1894241
"488" 11 "Île-de-France" "93" 2 7 13 "93013" "Le Bourget" 14832 38 14870 162 201 4 40 0 35 48.9351403 2.4258354
"489" 11 "Île-de-France" "93" 2 7 30 "93030" "Dugny" 11328 40 11368 108 0 4 15 0 35 48.9538155 2.414733
"490" 11 "Île-de-France" "93" 1 15 61 "93061" "Le Pré-Saint-Gervais" 16865 48 16913 270 134 8 10 0 140 48.8830565 2.4040111
"491" 11 "Île-de-France" "93" 2 21 62 "93062" "Le Raincy" 14877 189 15066 216 0 4 70 0 70 48.8986666 2.5155626
"492" 11 "Île-de-France" "93" 3 9 79 "93079" "Villetaneuse" 12663 89 12752 108 67 8 40 46 70 48.9611722 2.3439698
"493" 11 "Île-de-France" "94" 1 16 4 "94004" "Boissy-Saint-Léger" 17570 37 17607 216 67 4 25 69 35 48.7479193 2.5124717
"494" 11 "Île-de-France" "94" 1 18 11 "94011" "Bonneuil-sur-Marne" 18750 64 18814 324 134 16 40 69 70 48.7737116 2.4869009
"495" 11 "Île-de-France" "94" 2 22 15 "94015" "Bry-sur-Marne" 17400 320 17720 486 134 8 35 23 35 48.8352872 2.5193322
"496" 11 "Île-de-France" "94" 1 4 19 "94019" "Chennevières-sur-Marne" 18367 101 18468 270 67 4 65 23 105 48.7965001 2.530442
"497" 11 "Île-de-France" "94" 3 12 37 "94037" "Gentilly" 19048 112 19160 270 134 8 5 46 105 48.8153656 2.3483549
"498" 11 "Île-de-France" "94" 1 18 55 "94055" "Ormesson-sur-Marne" 10540 85 10625 162 67 4 50 0 0 48.785641 2.5483998
"499" 11 "Île-de-France" "94" 1 16 60 "94060" "La Queue-en-Brie" 12081 115 12196 108 67 8 15 23 70 48.7903338 2.5749323
"500" 11 "Île-de-France" "94" 2 5 69 "94069" "Saint-Maurice" 14603 100 14703 324 201 4 20 0 0 48.3275249 7.3363439
"501" 11 "Île-de-France" "94" 3 21 74 "94074" "Valenton" 14482 48 14530 216 67 4 20 0 35 48.7443189 2.4699741
"502" 11 "Île-de-France" "94" 1 16 75 "94075" "Villecresnes" 11642 76 11718 54 134 16 5 0 70 48.7208822 2.5327265
"503" 11 "Île-de-France" "95" 2 11 19 "95019" "Arnouville" 14585 73 14658 108 67 4 25 0 35 48.9892126 2.4202824
"504" 11 "Île-de-France" "95" 2 7 199 "95199" "Domont" 16078 166 16244 108 134 4 15 92 0 49.0285536 2.3278097
"505" 11 "Île-de-France" "95" 2 15 210 "95210" "Enghien-les-Bains" 11440 144 11584 270 201 4 265 0 175 48.9699732 2.3068482
"506" 11 "Île-de-France" "95" 3 5 218 "95218" "Éragny" 18468 129 18597 162 134 8 15 46 70 49.0192178 2.0910817
"507" 11 "Île-de-France" "95" 3 14 313 "95313" "L'Isle-Adam" 11846 183 12029 162 67 12 155 92 175 49.1125294 2.2186324
"508" 11 "Île-de-France" "95" 3 5 323 "95323" "Jouy-le-Moutier" 17175 126 17301 108 0 20 15 0 35 49.0116 2.03194
"509" 11 "Île-de-France" "95" 2 12 351 "95351" "Louvres" 12083 80 12163 108 134 8 0 0 0 49.0449139 2.5096751
"510" 11 "Île-de-France" "95" 3 17 394 "95394" "Méry-sur-Oise" 10046 71 10117 162 0 8 0 23 0 49.0634561 2.1836324
"511" 11 "Île-de-France" "95" 2 6 427 "95427" "Montmagny" 14775 56 14831 216 134 0 25 23 35 48.9728571 2.343561
"512" 11 "Île-de-France" "95" 3 4 476 "95476" "Osny" 17277 191 17468 270 67 12 80 46 35 49.0660487 2.0614598
"513" 11 "Île-de-France" "95" 3 14 487 "95487" "Persan" 13996 52 14048 162 0 4 5 0 70 49.1512109 2.2765575
"514" 11 "Île-de-France" "95" 2 6 539 "95539" "Saint-Brice-sous-Forêt" 15209 77 15286 216 67 8 95 23 105 48.9973824 2.3568948
"515" 11 "Île-de-France" "95" 1 7 563 "95563" "Saint-Leu-la-Forêt" 15979 152 16131 108 134 4 20 0 35 49.0212001 2.2480799
"516" 11 "Île-de-France" "95" 2 15 598 "95598" "Soisy-sous-Montmorency" 18008 160 18168 162 134 0 30 0 105 48.9875044 2.3002885
"517" 11 "Île-de-France" "95" 3 20 637 "95637" "Vauréal" 16034 177 16211 162 0 8 35 23 0 49.1279436 1.764111
"518" 1 "Guadeloupe" "971" 1 7 107 "97107" "Capesterre-Belle-Eau" 17731 157 17888 54 67 20 55 46 35 16.0423322 -61.5697274
"519" 1 "Guadeloupe" "971" 1 9 115 "97115" "Lamentin" 18527 277 18804 108 67 0 15 0 0 16.2703423 -61.6303025
"520" 1 "Guadeloupe" "971" 2 12 116 "97116" "Morne-à-l'Eau" 15898 191 16089 54 67 0 25 0 35 16.3311175 -61.4579237
"521" 1 "Guadeloupe" "971" 2 15 120 "97120" "Pointe-à-Pitre" 14486 90 14576 216 201 4 900 299 455 16.2408636 -61.5334077
"522" 1 "Guadeloupe" "971" 1 6 124 "97124" "Saint-Claude" 10700 200 10900 54 67 20 5 0 35 46.3874699 5.8643866
"523" 1 "Guadeloupe" "971" 2 16 125 "97125" "Saint-François" 13004 146 13150 108 0 4 220 92 140 37.7763775 -90.5089041
"524" 1 "Guadeloupe" "971" 1 99 129 "97129" "Sainte-Rose" 17630 248 17878 216 67 8 60 0 70 16.3327353 -61.698147
"525" 2 "Martinique" "972" 3 NA 207 "97207" "Ducos" 17912 254 18166 54 67 12 170 23 70 14.5743247 -60.9719008
"526" 2 "Martinique" "972" 3 NA 210 "97210" "Le François" 15996 150 16146 216 134 16 50 23 35 14.6149952 -60.9028968
"527" 2 "Martinique" "972" 3 NA 220 "97220" "Rivière-Pilote" 11712 118 11830 54 0 4 35 23 0 14.4869512 -60.9032777
"528" 2 "Martinique" "972" 3 NA 221 "97221" "Rivière-Salée" 11887 221 12108 0 67 20 85 46 105 14.5276731 -60.9787872
"529" 2 "Martinique" "972" 3 NA 223 "97223" "Saint-Esprit" 10270 102 10372 54 134 4 35 0 0 14.5622729 -60.9326931
"530" 2 "Martinique" "972" 1 NA 224 "97224" "Saint-Joseph" 16135 208 16343 216 67 20 5 23 0 49.5344534 -1.529802
"531" 2 "Martinique" "972" 2 NA 228 "97228" "Sainte-Marie" 14650 184 14834 54 0 24 50 0 35 42.97204 0.62129
"532" 2 "Martinique" "972" 1 NA 229 "97229" "Schœlcher" 19341 177 19518 216 134 32 110 23 0 14.6169451 -61.1004559
"533" 2 "Martinique" "972" 2 NA 230 "97230" "La Trinité" 11747 167 11914 108 134 24 120 23 70 48.9893963 1.2335758
"534" 3 "Guyane" "973" 1 NA 305 "97305" "Macouria" 18847 173 19020 108 0 8 10 0 35 5.0130354 -52.4744678
"535" 3 "Guyane" "973" 2 NA 306 "97306" "Mana" 11764 122 11886 0 0 8 5 0 35 43.0818375 0.9504994
"536" 4 "La Réunion" "974" 2 1 401 "97401" "Les Avirons" 11434 227 11661 0 0 12 0 0 35 -21.2423582 55.3357911
"537" 4 "La Réunion" "974" 3 6 402 "97402" "Bras-Panon" 13344 215 13559 54 67 20 0 23 35 -20.9987435 55.6847941
"538" 4 "La Réunion" "974" 2 1 404 "97404" "L'Étang-Salé" 13836 194 14030 54 0 12 10 0 70 -21.2657819 55.3668941
"539" 4 "La Réunion" "974" 2 22 405 "97405" "Petite-Île" 12617 155 12772 108 0 4 10 0 35 -21.3538884 55.5646526
