"REG";"Région";"DEP";"CODARR";"CODCAN";"CODCOM";"COM";"Commune";"PMUN";"PCAP";"PTOT";"Physiologique";"Sécurité";"Appartenance";"Estime";"Actualisation.de.soi";"Cognitif"
11;"Île-de-France";"91";3;10;645;"91645";"Verrières-le-Buisson";14597;289;14886;270;268;12;35;23;70
11;"Île-de-France";"91";3;18;661;"91661";"Villebon-sur-Yvette";10322;172;10494;324;134;8;85;69;0
11;"Île-de-France";"92";3;17;22;"92022";"Chaville";19991;293;20284;432;67;0;30;0;105
11;"Île-de-France";"92";2;23;33;"92033";"Garches";17898;413;18311;486;268;0;55;69;70
11;"Île-de-France";"92";3;23;77;"92077";"Ville-d'Avray";10694;260;10954;216;134;4;10;0;0
11;"Île-de-France";"93";2;7;13;"93013";"Le Bourget";14832;38;14870;162;201;4;40;0;35
11;"Île-de-France";"93";2;7;30;"93030";"Dugny";11328;40;11368;108;0;4;15;0;35
11;"Île-de-France";"93";1;15;61;"93061";"Le Pré-Saint-Gervais";16865;48;16913;270;134;8;10;0;140
11;"Île-de-France";"93";2;21;62;"93062";"Le Raincy";14877;189;15066;216;0;4;70;0;70
11;"Île-de-France";"93";3;9;79;"93079";"Villetaneuse";12663;89;12752;108;67;8;40;46;70
11;"Île-de-France";"94";1;16;4;"94004";"Boissy-Saint-Léger";17570;37;17607;216;67;4;25;69;35
11;"Île-de-France";"94";1;18;11;"94011";"Bonneuil-sur-Marne";18750;64;18814;324;134;16;40;69;70
11;"Île-de-France";"94";2;22;15;"94015";"Bry-sur-Marne";17400;320;17720;486;134;8;35;23;35
11;"Île-de-France";"94";1;4;19;"94019";"Chennevières-sur-Marne";18367;101;18468;270;67;4;65;23;105
11;"Île-de-France";"94";3;12;37;"94037";"Gentilly";19048;112;19160;270;134;8;5;46;105
11;"Île-de-France";"94";1;18;55;"94055";"Ormesson-sur-Marne";10540;85;10625;162;67;4;50;0;0
11;"Île-de-France";"94";1;16;60;"94060";"La Queue-en-Brie";12081;115;12196;108;67;8;15;23;70
11;"Île-de-France";"94";2;5;69;"94069";"Saint-Maurice";14603;100;14703;324;201;4;20;0;0
11;"Île-de-France";"94";3;21;74;"94074";"Valenton";14482;48;14530;216;67;4;20;0;35
11;"Île-de-France";"94";1;16;75;"94075";"Villecresnes";11642;76;11718;54;134;16;5;0;70
11;"Île-de-France";"95";2;11;19;"95019";"Arnouville";14585;73;14658;108;67;4;25;0;35
11;"Île-de-France";"95";2;7;199;"95199";"Domont";16078;166;16244;108;134;4;15;92;0
11;"Île-de-France";"95";2;15;210;"95210";"Enghien-les-Bains";11440;144;11584;270;201;4;265;0;175
11;"Île-de-France";"95";3;5;218;"95218";"Éragny";18468;129;18597;162;134;8;15;46;70
11;"Île-de-France";"95";3;14;313;"95313";"L'Isle-Adam";11846;183;12029;162;67;12;155;92;175
11;"Île-de-France";"95";3;5;323;"95323";"Jouy-le-Moutier";17175;126;17301;108;0;20;15;0;35
11;"Île-de-France";"95";2;12;351;"95351";"Louvres";12083;80;12163;108;134;8;0;0;0
11;"Île-de-France";"95";3;17;394;"95394";"Méry-sur-Oise";10046;71;10117;162;0;8;0;23;0
11;"Île-de-France";"95";2;6;427;"95427";"Montmagny";14775;56;14831;216;134;0;25;23;35
11;"Île-de-France";"95";3;4;476;"95476";"Osny";17277;191;17468;270;67;12;80;46;35
11;"Île-de-France";"95";3;14;487;"95487";"Persan";13996;52;14048;162;0;4;5;0;70
11;"Île-de-France";"95";2;6;539;"95539";"Saint-Brice-sous-Forêt";15209;77;15286;216;67;8;95;23;105
11;"Île-de-France";"95";1;7;563;"95563";"Saint-Leu-la-Forêt";15979;152;16131;108;134;4;20;0;35
11;"Île-de-France";"95";2;15;598;"95598";"Soisy-sous-Montmorency";18008;160;18168;162;134;0;30;0;105
11;"Île-de-France";"95";3;20;637;"95637";"Vauréal";16034;177;16211;162;0;8;35;23;0
1;"Guadeloupe";"971";1;7;107;"97107";"Capesterre-Belle-Eau";17731;157;17888;54;67;20;55;46;35
1;"Guadeloupe";"971";1;9;115;"97115";"Lamentin";18527;277;18804;108;67;0;15;0;0
1;"Guadeloupe";"971";2;12;116;"97116";"Morne-à-l'Eau";15898;191;16089;54;67;0;25;0;35
1;"Guadeloupe";"971";2;15;120;"97120";"Pointe-à-Pitre";14486;90;14576;216;201;4;900;299;455
1;"Guadeloupe";"971";1;6;124;"97124";"Saint-Claude";10700;200;10900;54;67;20;5;0;35
1;"Guadeloupe";"971";2;16;125;"97125";"Saint-François";13004;146;13150;108;0;4;220;92;140
1;"Guadeloupe";"971";1;99;129;"97129";"Sainte-Rose";17630;248;17878;216;67;8;60;0;70
2;"Martinique";"972";3;NA;207;"97207";"Ducos";17912;254;18166;54;67;12;170;23;70
2;"Martinique";"972";3;NA;210;"97210";"Le François";15996;150;16146;216;134;16;50;23;35
2;"Martinique";"972";3;NA;220;"97220";"Rivière-Pilote";11712;118;11830;54;0;4;35;23;0
2;"Martinique";"972";3;NA;221;"97221";"Rivière-Salée";11887;221;12108;0;67;20;85;46;105
2;"Martinique";"972";3;NA;223;"97223";"Saint-Esprit";10270;102;10372;54;134;4;35;0;0
2;"Martinique";"972";1;NA;224;"97224";"Saint-Joseph";16135;208;16343;216;67;20;5;23;0
2;"Martinique";"972";2;NA;228;"97228";"Sainte-Marie";14650;184;14834;54;0;24;50;0;35
2;"Martinique";"972";1;NA;229;"97229";"Schœlcher";19341;177;19518;216;134;32;110;23;0
2;"Martinique";"972";2;NA;230;"97230";"La Trinité";11747;167;11914;108;134;24;120;23;70
3;"Guyane";"973";1;NA;305;"97305";"Macouria";18847;173;19020;108;0;8;10;0;35
3;"Guyane";"973";2;NA;306;"97306";"Mana";11764;122;11886;0;0;8;5;0;35
4;"La Réunion";"974";2;1;401;"97401";"Les Avirons";11434;227;11661;0;0;12;0;0;35
4;"La Réunion";"974";3;6;402;"97402";"Bras-Panon";13344;215;13559;54;67;20;0;23;35
4;"La Réunion";"974";2;1;404;"97404";"L'Étang-Salé";13836;194;14030;54;0;12;10;0;70
4;"La Réunion";"974";2;22;405;"97405";"Petite-Île";12617;155;12772;108;0;4;10;0;35
